Token;Tag
art;B_Ref. Legislativa
.;I_Ref. Legislativa
2º;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
12.850/2013;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
como;O
quer;O
fazer;O
crer;O
a;O
ora;O
Agravante;O
.;O
"
";O
"
";O
Da;O
mesma;O
forma;O
,;O
as;O
imputações;O
dos;O
crimes;O
de;O
difamação;O
e;O
injúria;O
apresentadas;O
na;O
queixa;O
crime;O
não;O
se;O
dirigem;O
diretamente;O
à;O
ora;O
Agravante;O
,;O
mas;O
sim;O
à;O
família;O
Barbalho;O
(;O
em;O
alguns;O
momentos;O
há;O
referências;O
a;O
“eles”;O
);O
,;O
por;O
isso;O
a;O
compreensão;O
in;O
casu;O
de;O
que;O
as;O
ofensas;O
não;O
se;O
enquadram;O
aos;O
tipos;O
penais;O
propostos;O
.;O
"
";O
"
";O
As;O
expressões;O
“Barbalho;O
é;O
sinônimo;O
de;O
roubo;O
,;O
safadeza;O
e;O
pornografia”;O
e;O
“eles;O
são;O
covardes”;O
não;O
se;O
apresentam;O
,;O
como;O
exigido;O
pelo;O
tipos;O
penais;O
propostos;O
,;O
claramente;O
direcionadas;O
à;O
agravante;O
.;O
"
";O
"
";O
Consabido;O
que;O
,;O
no;O
âmbito;O
do;O
processo;O
penal;O
,;O
a;O
aptidão;O
de;O
uma;O
acusação;O
para;O
dar;O
causa;O
à;O
instauração;O
do;O
processo;O
é;O
regulada;O
pelo;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
41;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
de;I_Ref. Legislativa
Processo;I_Ref. Legislativa
Penal;I_Ref. Legislativa
,;I_Ref. Legislativa
a;O
dispor;O
:;O
"
";O
"
";O
Art;O
.;O
41;O
.;O
A;O
denúncia;O
ou;O
queixa;O
conterá;O
a;O
exposição;O
do;O
fato;O
criminoso;O
,;O
com;O
todas;O
as;O
suas;O
circunstâncias;O
,;O
a;O
qualificação;O
do;O
acusado;O
ou;O
esclarecimentos;O
pelos;O
quais;O
se;O
possa;O
identificá;O
-;O
lo;O
,;O
a;O
classificação;O
do;O
crime;O
e;O
,;O
quando;O
necessário;O
,;O
o;O
rol;O
das;O
testemunhas;O
.;O
"
";O
"
";O
Isso;O
significa;O
que;O
a;O
imputação;O
deve;O
conter;O
a;O
narrativa;O
precisa;O
que;O
corresponda;O
a;O
todos;O
os;O
elementos;O
constitutivos;O
do;O
tipo;O
legal;O
cuja;O
prática;O
se;O
acusa;O
,;O
ou;O
seja;O
,;O
os;O
fatos;O
atribuídos;O
devem;O
estar;O
claramente;O
individualizados;O
,;O
de;O
modo;O
a;O
prestigiar;O
,;O
inclusive;O
,;O
o;O
princípio;O
constitucional;O
da;O
ampla;O
defesa;O
.;O
"
";O
"
";O
A;O
esse;O
respeito;O
o;O
magistério;O
de;O
Eugênio;B_Pessoa
Pacelli;I_Pessoa
de;I_Pessoa
Oliveira;I_Pessoa
e;O
Douglas;B_Pessoa
"
";I_Pessoa
"
";I_Pessoa
Fischer;I_Pessoa
:;I_Pessoa
"
";O
"
";O
O;O
essencial;O
em;O
qualquer;O
peça;O
acusatória;O
,;O
seja;O
ela;O
denúncia;O
,;O
seja;O
queixa;O
,;O
é;O
a;O
imputação;O
,;O
com;O
a;O
precisa;O
atribuição;O
a;O
alguém;O
do;O
cometimento;O
ou;O
da;O
prática;O
de;O
um;O
fato;O
bem;O
especificado;O
.;O
Esse;O
,;O
ou;O
esses;O
,;O
os;O
fatos;O
,;O
devem;O
ser;O
descritos;O
com;O
rigor;O
de;O
detalhes;O
,;O
para;O
que;O
sobre;O
eles;O
se;O
desenvolva;O
a;O
atividade;O
probatória;O
.;O
A;O
exigência;O
de;O
delimitação;O
precisa;O
do;O
fato;O
imputado;O
encontra;O
-;O
se;O
na;O
linha;O
de;O
aplicação;O
do;O
princípio;O
constitucional;O
da;O
ampla;O
defesa;O
.;O
(;O
OLIVEIRA;B_Doutrinador
,;I_Doutrinador
Eugênio;I_Doutrinador
Pacelli;I_Doutrinador
de;I_Doutrinador
.;I_Doutrinador
&;I_Doutrinador
FISCHER;I_Doutrinador
,;I_Doutrinador
Douglas;I_Doutrinador
.;I_Doutrinador
Comentários;I_Doutrinador
ao;I_Doutrinador
código;I_Doutrinador
de;I_Doutrinador
processo;I_Doutrinador
penal;I_Doutrinador
e;I_Doutrinador
sua;I_Doutrinador
jurisprudência;I_Doutrinador
.;I_Doutrinador
São;I_Doutrinador
Paulo;I_Doutrinador
:;I_Doutrinador
Atlas;I_Doutrinador
,;I_Doutrinador
2012;I_Doutrinador
,;I_Doutrinador
p;I_Doutrinador
.;I_Doutrinador
102;I_Doutrinador
–;O
grifamos;O
);O
.;O
"
";O
"
";O
Não;O
se;O
discute;O
que;O
as;O
frases;O
atribuídas;O
ao;O
Querelado;O
são;O
em;O
si;O
pejorativas;O
e;O
ofensivas;O
,;O
porém;O
,;O
como;O
consignado;O
na;O
decisão;O
objurgada;O
,;O
as;O
ofensas;O
não;O
são;O
claramente;O
direcionadas;O
à;O
Querelante;O
e;O
por;O
isso;O
não;O
guardam;O
adequação;O
aos;O
tipos;O
penais;O
propostos;O
.;O
"
";O
"
";O
Observo;O
,;O
por;O
oportuno;O
,;O
ser;O
facultado;O
à;O
parte;O
que;O
se;O
entende;O
ofendida;O
,;O
quando;O
ambíguas;O
,;O
genéricas;O
ou;O
dúbias;O
as;O
supostas;O
ofensas;O
,;O
esclarecer;O
os;O
fatos;O
por;O
meio;O
de;O
pedido;O
de;O
explicações;O
previstp;O
no;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
144;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
.;I_Ref. Legislativa
Essa;O
interpelação;O
judicial;O
de;O
cunho;O
cautelar;O
objetiva;O
esclarecer;O
o;O
sentido;O
de;O
frases;O
genéricas;O
a;O
viabilizar;O
a;O
propositura;O
de;O
ação;O
penal;O
.;O
No;O
entanto;O
,;O
no;O
caso;O
presente;O
,;O
optou;O
-;O
se;O
por;O
apresentar;O
diretamente;O
queixa;O
-;O
crime;O
sobre;O
fatos;O
genéricos;O
,;O
a;O
merecer;O
juízo;O
negativo;O
de;O
processamento;O
.;O
"
";O
"
";O
Cumpre;O
ressaltar;O
que;O
detectada;O
a;O
ausência;O
de;O
justa;O
causa;O
para;O
prosseguimento;O
da;O
ação;O
penal;O
,;O
autorizado;O
o;O
imediato;O
indeferimento;O
da;O
inicial;O
acusatória;O
pelo;O
relator;O
do;O
feito;O
.;O
Nesse;O
sentido;O
:;O
"
";O
"
";O
Vê;O
-;O
se;O
,;O
portanto;O
,;O
que;O
se;O
revela;O
incabível;O
,;O
na;O
espécie;O
,;O
a;O
instauração;O
de;O
persecução;O
penal;O
,;O
eis;O
que;O
a;O
imputação;O
criminal;O
deduzida;O
contra;O
os;O
ora;O
querelados;O
não;O
descreve;O
,;O
com;O
precisão;O
e;O
clareza;O
,;O
os;O
“essentialia;O
delicti”;O
referentes;O
às;O
infrações;O
penais;O
a;O
eles;O
atribuídas;O
,;O
deixando;O
de;O
observar;O
as;O
diretrizes;O
básicas;O
que;O
regem;O
a;O
formulação;O
da;O
acusação;O
penal;O
(;O
CPP;B_Ref. Legislativa
,;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
41;I_Ref. Legislativa
);I_Ref. Legislativa
.;O
(;O
PET;B_Precedente
5739;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Ministro;I_Precedente
Celso;I_Precedente
de;I_Precedente
Mello;I_Precedente
,;I_Precedente
DJe;I_Precedente
n;I_Precedente
.;I_Precedente
115;I_Precedente
de;I_Precedente
31.5.2017;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
Igualmente;O
,;O
destaco;O
inexistir;O
contradição;O
em;O
relação;O
aos;O
precedentes;O
invocados;O
na;O
decisão;O
monocrática;O
,;O
pois;O
todos;O
indistintamente;O
autorizam;O
a;O
rejeição;O
monocrática;O
de;O
queixa;O
-;O
crime;O
fundada;O
por;O
imunidade;O
material;O
ou;O
por;O
qualquer;O
outra;O
hipótese;O
legal;O
,;O
inclusive;O
ausência;O
de;O
justa;O
causa;O
como;O
no;O
caso;O
em;O
análise;O
.;O
"
";O
"
";O
A;O
jurisprudência;O
desta;O
Corte;O
Suprema;O
é;O
firme;O
no;O
sentido;O
da;O
possibilidade;O
de;O
apreciação;O
monocrática;O
de;O
ações;O
penais;O
privadas;O
,;O
para;O
efeito;O
de;O
negativa;O
de;O
seguimento;O
,;O
com;O
a;O
determinação;O
de;O
arquivamento;O
dos;O
respectivos;O
autos;O
.;O
É;O
o;O
que;O
emerge;O
dos;O
seguintes;O
precedentes;O
(;O
Inq;B_Precedente
2.843;I_Precedente
/;I_Precedente
GO;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
CÁRMEN;I_Precedente
LÚCIA;I_Precedente
–;O
Inq;B_Precedente
2.878;I_Precedente
/;I_Precedente
MG;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
CELSO;I_Precedente
DE;I_Precedente
MELLO;I_Precedente
–;O
Inq;B_Precedente
2.844;I_Precedente
/;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
AYRES;I_Precedente
BRITTO;I_Precedente
–;O
Inq;B_Precedente
3.777;I_Precedente
/;I_Precedente
MG;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
ROBERTO;I_Precedente
BARROSO;I_Precedente
–;O
Pet;B_Precedente
5.212;I_Precedente
/;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
DIAS;I_Precedente
TOFFOLI;I_Precedente
–;O
Pet;B_Precedente
5.625;I_Precedente
/;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
CELSO;I_Precedente
DE;I_Precedente
MELLO;I_Precedente
–;O
Pet;B_Precedente
5.637;I_Precedente
/;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
DIAS;I_Precedente
TOFFOLI;I_Precedente
–;O
Pet;B_Precedente
5739;I_Precedente
/;I_Precedente
ES;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
CELSO;I_Precedente
DE;I_Precedente
MELLO;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
Assim;O
,;O
a;O
decisão;O
monocrática;O
que;O
nega;O
seguimento;O
a;O
ação;O
penal;O
privada;O
desprovida;O
de;O
viabilidade;O
processual;O
não;O
viola;O
,;O
como;O
pretende;O
a;O
defesa;O
,;O
o;O
princípio;O
constitucional;O
do;O
juiz;O
natural;O
.;O
Nesse;O
sentido;O
:;O
"
";O
"
";O
PODERES;O
PROCESSUAIS;O
DO;O
MINISTRO;O
-;O
RELATOR;O
E;O
PRINCÍPIO;O
DA;O
COLEGIALIDADE;O
–;O
Assiste;O
ao;O
Ministro;O
-;O
Relator;O
competência;O
plena;O
para;O
exercer;O
,;O
monocraticamente;O
,;O
com;O
fundamento;O
nos;O
poderes;O
processuais;O
de;O
que;O
dispõe;O
,;O
o;O
controle;O
de;O
admissibilidade;O
das;O
ações;O
,;O
pedidos;O
ou;O
recursos;O
dirigidos;O
ao;O
Supremo;O
Tribunal;O
Federal;O
.;O
Pode;O
,;O
em;O
consequência;O
,;O
negar;O
trânsito;O
,;O
em;O
decisão;O
monocrática;O
,;O
a;O
ações;O
,;O
pedidos;O
ou;O
recursos;O
,;O
quando;O
incabíveis;O
,;O
intempestivos;O
,;O
sem;O
objeto;O
ou;O
,;O
ainda;O
,;O
quando;O
veicularem;O
pretensão;O
incompatível;O
com;O
a;O
jurisprudência;O
predominante;O
na;O
Suprema;O
Corte;O
.;O
Precedentes;O
.;O
–;O
O;O
reconhecimento;O
dessa;O
competência;O
monocrática;O
deferida;O
ao;O
Relator;O
da;O
causa;O
não;O
transgride;O
o;O
postulado;O
da;O
colegialidade;O
,;O
pois;O
sempre;O
caberá;O
,;O
para;O
os;O
órgãos;O
colegiados;O
do;O
Supremo;O
Tribunal;O
Federal;O
(;O
Plenário;O
e;O
Turmas;O
);O
,;O
recurso;O
contra;O
as;O
decisões;O
singulares;O
que;O
venham;O
a;O
ser;O
proferidas;O
por;O
seus;O
Juízes;O
.;O
”;O
(;O
MS;B_Precedente
28.097;I_Precedente
-;I_Precedente
AgR;I_Precedente
/;I_Precedente
DF;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
CELSO;I_Precedente
DE;I_Precedente
MELLO;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
Por;O
todos;O
os;O
argumentos;O
,;O
o;O
agravo;O
em;O
questão;O
não;O
trouxe;O
elementos;O
aptos;O
a;O
modificar;O
o;O
entendimento;O
exposto;O
na;O
decisão;O
monocrática;O
agravada;O
.;O
"
";O
"
";O
Nego;O
provimento;O
ao;O
agravo;O
.;O
É;O
como;O
voto;O
.;O
"
";O
"
";O
AG;O
.;O
REG;O
.;O
NA;O
PETIÇÃO;O
7.168;O
DISTRITO;O
FEDERAL;O
"
";O
"
";O
RELATORA;O
:;O
MIN;O
.;O
ROSA;B_Pessoa
WEBERAGTE;O
.;O
(;O
S;O
);O
:;O
ELCIONE;B_Pessoa
THEREZINHA;I_Pessoa
ZAHLUTH;I_Pessoa
BARBALHO;I_Pessoa
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
ANTONIO;B_Pessoa
REIS;I_Pessoa
GRAIM;I_Pessoa
NETO;I_Pessoa
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
WLADIMIR;B_Pessoa
AFONSO;I_Pessoa
DA;I_Pessoa
COSTA;I_Pessoa
RABELO;I_Pessoa
PROC;O
.;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
:;O
DEFENSOR;O
PÚBLICO;O
-;O
GERAL;O
FEDERAL;O
"
";O
"
";O
V;O
O;O
T;O
O;O
"
";O
"
";O
O;O
SENHOR;B_Pessoa
MINISTRO;I_Pessoa
MARCO;I_Pessoa
AURÉLIO;I_Pessoa
–;O
Atentem;O
para;O
as;O
balizas;O
reveladas;O
:;O
a;O
querelante;O
,;O
parlamentar;O
federal;O
pertencente;O
a;O
família;O
tradicional;O
na;O
política;O
do;O
Estado;O
do;O
Pará;O
,;O
formalizou;O
queixa;O
-;O
crime;O
,;O
considerada;O
a;O
concessão;O
,;O
pelo;O
querelado;O
,;O
de;O
entrevista;O
jornalística;O
a;O
revelar;O
imputações;O
assim;O
resumidas;O
:;O
"
";O
"
";O
A;O
família;O
Barbalho;O
no;O
Estado;O
do;O
Pará;O
incluindo;O
Elcione;B_Pessoa
Barbalho;I_Pessoa
,;I_Pessoa
Helder;B_Pessoa
Barbalho;I_Pessoa
,;I_Pessoa
Jader;B_Pessoa
Barbalho;I_Pessoa
(;O
vulgo;O
Barbalhão;O
);O
,;O
e;O
Jader;B_Pessoa
Barbalho;I_Pessoa
Filho;I_Pessoa
,;I_Pessoa
eu;O
falo;O
pra;O
eles;O
que;O
eles;O
simbolizam;O
a;O
maior;O
organização;O
criminosa;O
do;O
país;O
.;O
[;O
.;O
.;O
.;O
];O
Barbalho;O
hoje;O
senhoras;O
e;O
senhores;O
,;O
todos;O
sabem;O
,;O
é;O
sinônimo;O
de;O
quê?;O
É;O
sinônimo;O
de;O
roubo;O
.;O
Barbalho;O
é;O
sinônimo;O
de;O
enriquecimento;O
ilícito;O
,;O
de;O
assalto;O
.;O
Barbalho;O
é;O
sinônimo;O
de;O
safadeza;O
.;O
Barbalho;O
não;O
é;O
sobrenome;O
.;O
Barbalho;O
é;O
por;O
-;O
no;O
-;O
gra;O
-;O
fia;O
.;O
[;O
.;O
.;O
.;O
];O
A;O
Elcione;O
tem;O
vários;O
processos;O
.;O
O;O
Helder;O
Barbalho;O
já;O
é;O
um;O
multiprocessado;O
.;O
Só;O
que;O
eles;O
são;O
covardes;O
.;O
Eles;O
só;O
sabem;O
atacar;O
as;O
pessoas;O
e;O
,;O
principalmente;O
,;O
os;O
alvos;O
principais;O
são;O
pessoas;O
honestas;O
e;O
pessoas;O
dignas;O
.;O
Pessoas;O
que;O
eles;O
considerem;O
risco;O
para;O
suas;O
carreiras;O
políticas;O
,;O
porque;O
eles;O
só;O
sabem;O
fazer;O
política;O
.;O
Eles;O
não;O
sabem;O
fazer;O
nada;O
além;O
disso;O
.;O
"
";O
"
";O
Foi;O
alcançada;O
a;O
honra;O
da;O
querelante;O
,;O
não;O
só;O
integrante;O
do;O
núcleo;O
familiar;O
ao;O
qual;O
dirigidas;O
as;O
acusações;O
,;O
mas;O
também;O
expressamente;O
referida;O
pelo;O
querelado;O
.;O
"
";O
"
";O
Extrato;O
de;O
Ata;O
-;O
07/12/2018;O
"
";O
"
";O
EXTRATO;O
DE;O
ATA;O
"
";O
"
";O
PRIMEIRA;O
TURMA;O
"
";O
"
";O
AG;O
.;O
REG;O
.;O
NA;O
PETIÇÃO;O
7.168PROCED;O
.;O
:;O
DISTRITO;O
FEDERALRELATORA;O
:;O
MIN;O
.;O
ROSA;O
WEBERAGTE;O
.;O
(;O
S;O
);O
:;O
ELCIONE;O
THEREZINHA;O
ZAHLUTH;O
BARBALHOADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
ANTONIO;O
REIS;O
GRAIM;O
NETO;O
(;O
017330;O
/;O
PA;O
);O
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
WLADIMIR;O
AFONSO;O
DA;O
COSTA;O
RABELOPROC;O
.;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
:;O
DEFENSOR;O
PÚBLICO;O
-;O
GERAL;O
FEDERAL;O
"
";O
"
";O
Decisão;O
:;O
A;O
Turma;O
,;O
por;O
maioria;O
,;O
conheceu;O
do;O
agravo;O
e;O
negou;O
-;O
lhe;O
provimento;O
,;O
nos;O
termos;O
do;O
voto;O
da;O
Relatora;O
,;O
vencido;O
o;O
Ministro;O
Marco;O
Aurélio;O
.;O
Primeira;O
Turma;O
,;O
Sessão;O
Virtual;O
de;O
30.11.2018;O
a;O
6.12.2018;O
.;O
"
";O
"
";O
Composição;O
:;O
Ministros;I_Pessoa
Alexandre;I_Pessoa
de;I_Pessoa
Moraes;I_Pessoa
(;O
Presidente;O
);O
,;O
Marco;B_Pessoa
"
";I_Pessoa
"
";I_Pessoa
Aurélio;I_Pessoa
,;I_Pessoa
Luiz;B_Pessoa
Fux;I_Pessoa
,;I_Pessoa
Rosa;B_Pessoa
Weber;I_Pessoa
e;O
Luís;B_Pessoa
Roberto;I_Pessoa
Barroso;I_Pessoa
.;I_Pessoa
"
";O
"
";O
Cintia;B_Pessoa
da;I_Pessoa
Silva;I_Pessoa
Gonçalves;I_Pessoa
"
";O
"
";O
Secretária;O
"
";O
id;O
:;O
20181219_Pet_7168_15339274256;O
